,dtg,Ano,Mês,Dia,UF,Local,latitude,longitude,Magnitude,Obs
18,2020-09-03,2020,9,3,RN,Pedra Preta,-5.53,-36.11,1.5,Magnitude não revisada/preliminar
19,2020-09-02,2020,9,2,BA,Amargosa,-13.01,-39.61,1.7,Magnitude não revisada/preliminar
20,2020-09-02,2020,9,2,SE,Canhoba,-10.12,-36.53,2.1,Magnitude não revisada/preliminar
21,2020-09-02,2020,9,2,RN,Pedra Preta,-5.51,-36.08,2.0,Magnitude não revisada/preliminar
22,2020-09-01,2020,9,1,BA,Amargosa,-13.0,-39.58,1.9,Magnitude não revisada/preliminar
23,2020-09-01,2020,9,1,BA,Amargosa,-13.0,-39.58,1.8,Magnitude não revisada/preliminar
24,2020-09-01,2020,9,1,BA,Amargosa,-13.0,-39.58,2.0,Magnitude não revisada/preliminar
25,2020-09-01,2020,9,1,SE,Canhoba,-10.11,-36.94,2.4,Magnitude não revisada/preliminar
26,2020-09-01,2020,9,1,BA,Amargosa,-13.04,-39.39,2.2,Magnitude não revisada/preliminar
27,2020-09-01,2020,9,1,BA,Amargosa,-13.04,-39.39,1.8,Magnitude não revisada/preliminar
2,2020-10-30,2020,10,30,PE,Flores,-8.07,-37.84,1.5,Magnitude não revisada/preliminar
3,2020-10-30,2020,10,30,CE,Canindé,-4.31,-39.5,1.7,Magnitude não revisada/preliminar
4,2020-10-30,2020,10,30,CE,Guaiuba,-4.03,-38.59,1.8,Magnitude não revisada/preliminar
5,2020-10-29,2020,10,29,PE,São Caetano,-8.34,-36.16,2.0,Magnitude não revisada/preliminar
6,2020-10-28,2020,10,28,BA,Jacobina,-11.12,-39.91,1.8,Magnitude não revisada/preliminar
7,2020-10-28,2020,10,28,BA,Amargosa,-13.09,-39.5,1.8,Magnitude não revisada/preliminar
8,2020-10-27,2020,10,27,PE,Caruaru,-8.25,-35.95,2.0,Magnitude não revisada/preliminar
9,2020-10-27,2020,10,27,BA,Jacobina,-11.37,-40.56,2.2,Magnitude não revisada/preliminar
10,2020-10-27,2020,10,27,Indefinido,Mar da Bahia Ocean,-14.25,-38.79,2.3,Magnitude não revisada/preliminar
11,2020-10-27,2020,10,27,CE,Coreaú,-3.63,-40.65,1.7,Magnitude não revisada/preliminar
12,2020-10-26,2020,10,26,CE,Caucaia,-3.79,-38.68,1.5,Magnitude não revisada/preliminar
13,2020-10-25,2020,10,25,CE,Quixeré,-5.12,-37.85,1.7,Magnitude não revisada/preliminar
14,2020-10-25,2020,10,25,BA,Queimadas,-10.94,-39.76,1.7,Magnitude não revisada/preliminar
15,2020-10-24,2020,10,24,CE,Sobral,-3.72,-40.37,1.5,Magnitude não revisada/preliminar
16,2020-10-24,2020,10,24,CE,Orós,-6.21,-38.95,1.6,Magnitude não revisada/preliminar
17,2020-10-23,2020,10,23,Al,Arapiraca Al,-9.83,-36.69,2.0,Magnitude não revisada/preliminar
18,2020-10-22,2020,10,22,RN,Samambaia,-5.66,-35.92,1.5,Magnitude não revisada/preliminar
19,2020-10-22,2020,10,22,PE,Arcoverde,-8.44,-37.23,1.9,Magnitude não revisada/preliminar
20,2020-10-22,2020,10,22,CE,Groaíras,-3.8,-40.53,1.5,Magnitude não revisada/preliminar
21,2020-10-22,2020,10,22,PE,Caruaru,-8.38,-35.91,1.9,Magnitude não revisada/preliminar
22,2020-10-21,2020,10,21,PE,Caruaru,-8.34,-35.96,2.3,Magnitude não revisada/preliminar
23,2020-10-19,2020,10,19,PE,Caruaru,-8.31,-36.05,2.3,Magnitude não revisada/preliminar
24,2020-10-19,2020,10,19,BA,Jaguarari,-10.13,-40.02,1.8,Magnitude não revisada/preliminar
25,2020-10-17,2020,10,17,CE,Iguatu,-6.52,-39.25,2.3,Magnitude não revisada/preliminar
26,2020-10-17,2020,10,17,CE,Assare,-6.71,-39.99,1.5,Magnitude não revisada/preliminar
27,2020-10-16,2020,10,16,CE,Moraújo,-3.45,-40.77,1.5,Magnitude não revisada/preliminar
28,2020-10-16,2020,10,16,AL,Arapiraca,-9.75,-36.69,2.0,Magnitude não revisada/preliminar
29,2020-10-15,2020,10,15,CE,Sobral,-3.64,-40.63,1.7,Magnitude não revisada/preliminar
30,2020-10-15,2020,10,15,PE,Barreiros,-8.79,-35.26,2.1,Magnitude não revisada/preliminar
31,2020-10-15,2020,10,15,PE,Caruaru,-8.36,-36.05,1.5,Magnitude não revisada/preliminar
32,2020-10-14,2020,10,14,PE,Caruaru,-8.26,-36.03,1.7,Magnitude não revisada/preliminar
33,2020-10-14,2020,10,14,PE,Vitória de Santo Antao,-8.12,-35.28,1.8,Magnitude não revisada/preliminar
34,2020-10-13,2020,10,13,PE,Caruaru,-8.28,-36.02,2.0,Magnitude não revisada/preliminar
35,2020-10-13,2020,10,13,RN,Pedra Preta,-5.58,-36.08,1.7,Magnitude não revisada/preliminar
36,2020-10-13,2020,10,13,RN,Pedra Preta,-5.53,-36.06,1.8,
37,2020-10-12,2020,10,12,PE,Caruaru,-8.31,-35.96,1.5,Magnitude não revisada/preliminar
38,2020-10-12,2020,10,12,PE,Caruaru,-8.18,-35.92,1.7,Magnitude não revisada/preliminar
39,2020-10-08,2020,10,8,PE,Agrestina,-8.5,-35.83,1.5,Magnitude não revisada/preliminar
40,2020-10-05,2020,10,5,CE,Caridade,-4.18,-39.1,1.5,Magnitude não revisada/preliminar
41,2020-10-02,2020,10,2,PE,Caruaru,-8.25,-35.99,1.8,Magnitude não revisada/preliminar
42,2020-10-02,2020,10,2,SE,Canhoba,-10.13,-36.99,1.5,Magnitude não revisada/preliminar
43,2020-10-01,2020,10,1,AL,Rio Largo,-9.38,-35.93,2.0,Magnitude não revisada/preliminar
44,2020-10-01,2020,10,1,PE,Caruaru,-8.32,-35.98,1.5,Magnitude não revisada/preliminar
2,2020-11-29,2020,11,29,BA,Jaguarari,-9.89,-39.83,2.5,Magnitude não revisada/preliminar
3,2020-11-21,2020,11,21,PE,Caruaru,-8.27,-36.06,1.7,Magnitude não revisada/preliminar
4,2020-11-18,2020,11,18,PB,Picuí,-6.57,-36.38,1.5,Magnitude não revisada/preliminar
5,2020-11-17,2020,11,17,PE,Caruaru,-8.31,-36.02,1.7,
6,2020-11-17,2020,11,17,CE,Coreaú,-3.66,-40.61,2.1,
7,2020-11-17,2020,11,17,PE,Caruaru,-8.27,-36.06,2.0,Magnitude não revisada/preliminar
8,2020-11-15,2020,11,15,PE,Caruaru,-8.3,-39.06,1.5,Magnitude não revisada/preliminar
9,2020-11-15,2020,11,15,PE,São Caetano,-8.3,-39.06,1.5,Magnitude não revisada/preliminar
10,2020-11-13,2020,11,13,CE,Coreaú,-3.52,-40.78,1.5,Magnitude não revisada/preliminar
11,2020-11-12,2020,11,12,PE,Caruaru,-8.21,-36.03,1.9,Magnitude não revisada/preliminar
12,2020-11-11,2020,11,11,PB,Patos,-7.01,-37.33,1.8,Magnitude não revisada/preliminar
13,2020-11-11,2020,11,11,PE,Caruaru,-8.29,-36.02,1.5,Magnitude não revisada/preliminar
14,2020-11-10,2020,11,10,PB,Juazeirinho,-7.11,-36.4,1.5,Magnitude não revisada/preliminar
15,2020-11-10,2020,11,10,PE,Caruaru,-8.3,-36.05,1.8,Magnitude não revisada/preliminar
16,2020-11-10,2020,11,10,BA,Cansanção,-10.8,-39.62,2.0,Magnitude não revisada/preliminar
17,2020-11-09,2020,11,9,PE,Caruaru,-8.32,-36.05,1.8,Magnitude não revisada/preliminar
18,2020-11-09,2020,11,9,CE,Camocim,-3.02,-40.4,2.2,Magnitude não revisada/preliminar
19,2020-11-08,2020,11,8,PI,Altos,-5.32,-42.22,2.3,Magnitude não revisada/preliminar
20,2020-11-06,2020,11,6,RN,Bento Fernandes,-5.7,-35.9,1.7,Magnitude não revisada/preliminar
21,2020-11-04,2020,11,4,PE,São Bento,-8.05,-35.19,2.0,Magnitude não revisada/preliminar
22,2020-11-03,2020,11,3,BA,Jequié,-14.02,-40.07,1.7,Magnitude não revisada/preliminar
23,2020-11-02,2020,11,2,PE,Caruaru,-8.29,-36.0,1.7,Magnitude não revisada/preliminar
24,2020-11-01,2020,11,1,PE,Caruaru,-8.29,-36.05,2.4,
2,2020-12-29,2020,12,29,BA,Ibicarai,-14.84,-39.53,2.2,Magnitude não revisada/preliminar
3,2020-12-29,2020,12,29,PE,São Lourenço da Mata,-8.01,-35.05,2.2,Magnitude não revisada/preliminar
4,2020-12-28,2020,12,28,CE,Paramoti,-4.1,-39.31,1.5,Magnitude não revisada/preliminar
5,2020-12-26,2020,12,26,BA,Ipiaú,-14.09,-39.5,2.0,Magnitude não revisada/preliminar
6,2020-12-26,2020,12,26,BA,Juazeiro,-9.52,-40.26,1.7,Magnitude não revisada/preliminar
7,2020-12-25,2020,12,25,CE,Paramoti,-3.98,-39.28,1.8,Magnitude não revisada/preliminar
8,2020-12-24,2020,12,24,PE,Caruaru,-8.26,-35.93,2.0,Magnitude não revisada/preliminar
9,2020-12-23,2020,12,23,PE,Arcoverde,-8.47,-37.07,2.0,Magnitude não revisada/preliminar
10,2020-12-23,2020,12,23,BA,Jacobina,-11.13,-40.43,1.6,Magnitude não revisada/preliminar
11,2020-12-22,2020,12,22,RN,Parelhas,-6.84,-36.52,1.5,Magnitude não revisada/preliminar
12,2020-12-22,2020,12,22,CE,Sobral,-3.85,-40.49,1.5,Magnitude não revisada/preliminar
13,2020-12-22,2020,12,22,BA,Itagi,-14.12,-39.97,2.0,Magnitude não revisada/preliminar
14,2020-12-21,2020,12,21,BA,Macarani,-15.54,-40.35,2.5,Magnitude não revisada/preliminar
15,2020-12-18,2020,12,18,AL,Atalaia,-9.49,-36.19,1.8,Magnitude não revisada/preliminar
16,2020-12-18,2020,12,18,PB,Curinhém,-7.13,-35.42,1.5,Magnitude não revisada/preliminar
17,2020-12-18,2020,12,18,CE,Sobral,-3.8,-40.59,1.5,Magnitude não revisada/preliminar
18,2020-12-15,2020,12,15,BA,Jacobina,-11.08,-40.63,2.0,Magnitude não revisada/preliminar
19,2020-12-09,2020,12,9,BA,Jacobina,-11.16,-40.54,3.0,Magnitude não revisada/preliminar
20,2020-12-09,2020,12,9,BA,Jacobina,-11.21,-40.52,3.2,Magnitude não revisada/preliminar
21,2020-12-08,2020,12,8,PE,São Lourenço da Mata,-8.05,-35.17,1.6,Magnitude não revisada/preliminar
22,2020-12-04,2020,12,4,MA,Itapecuru-Mirim,-3.09,-44.55,3.9,Magnitude não revisada/preliminar
23,2020-12-02,2020,12,2,PB,Barra de Santa Rosa,-6.79,-36.12,1.5,Magnitude não revisada/preliminar
24,2020-12-01,2020,12,1,BA,São Miguel das Matas,-13.06,-39.49,1.5,Magnitude não revisada/preliminar
25,2020-12-01,2020,12,1,CE,Canindé,-4.55,-39.38,1.8,Magnitude não revisada/preliminar
